ID;Уровень;Родительский раздел;Название страницы;Назначение;Старый URL;Итоговый URL;H1;Title;Description;Основной интент;Основной запрос;Дополнительные запросы;Доступная частотность;Тип страницы;Индексируемость;Schema.org;Входящие внутренние ссылки;Исходящие внутренние ссылки;Необходимые материалы;Приоритет P1–P4;Этап разработки;Статус публикации;Решение;Обоснование;Уровень уверенности;Кластер;GSC клики URL;GSC показы URL;GSC позиция URL;Активная страница;Длина Title;Длина Description
245;3;Поддержка сайтов;Поддержка сайтов в Усть-Каменогорске;Геозависимая коммерческая страница направления «Поддержка сайтов» для компаний в Усть-Каменогорске.;;/web-studiya/podderzhka-saytov/ust-kamenogorsk;Техническая поддержка сайтов в Усть-Каменогорске;Поддержка сайтов в Усть-Каменогорске | Raskrutov;Техническая поддержка сайтов компаний в Усть-Каменогорске: обновления, безопасность, резервные копии, исправления и развитие проекта.;Коммерческий геозависимый;поддержка сайтов усть-каменогорск;"техническая поддержка сайта усть-каменогорск; обслуживание сайтов усть-каменогорск; сопровождение сайта усть-каменогорск";;Гео-услуга;index, follow после QA уникальности;Service (areaServed: Усть-Каменогорск), BreadcrumbList, FAQPage (если FAQ видим);"/web-studiya; /web-studiya/podderzhka-saytov; /web-studiya/ust-kamenogorsk";"/web-studiya/podderzhka-saytov; /web-studiya/ust-kamenogorsk; /keysy/sayty; /sozdanie-saitov-v-ust-kamenogorske; /seo-prodvizhenie-sajtov-v-ust-kamenogorske";Уникальный оффер для Усть-Каменогорск, особенности локального спроса и бизнеса, модель удалённой работы, релевантные кейсы, доказательства, FAQ, CTA. Нельзя публиковать шаблон только с заменой названия города.;P3;Региональные страницы — этап 3;Запланирована (региональное расширение);NEW;"Добавлена по новому требованию о покрытии 18 основных городов Казахстана; индексировать после проверки уникальности и полезности.";Средняя;site_support_geo_ust_kamenogorsk;;;;Да;48;133
246;3;Digital-консалтинг;Digital-консалтинг в Усть-Каменогорске;Геозависимая коммерческая страница направления «Digital-консалтинг» для компаний в Усть-Каменогорске.;;/web-studiya/digital-konsalting/ust-kamenogorsk;Digital-консалтинг для бизнеса в Усть-Каменогорске;Digital-консалтинг в Усть-Каменогорске | Raskrutov;Digital-консалтинг для бизнеса в Усть-Каменогорске: аудит, стратегия, аналитика, приоритеты внедрения и план роста цифровых каналов.;Коммерческий геозависимый;digital консалтинг усть-каменогорск;"интернет маркетинг консалтинг усть-каменогорск; digital стратегия усть-каменогорск; аудит интернет маркетинга усть-каменогорск";;Гео-услуга;index, follow после QA уникальности;Service (areaServed: Усть-Каменогорск), BreadcrumbList, FAQPage (если FAQ видим);"/web-studiya; /web-studiya/digital-konsalting; /web-studiya/ust-kamenogorsk";"/web-studiya/digital-konsalting; /web-studiya/ust-kamenogorsk; /keysy; /sozdanie-saitov-v-ust-kamenogorske; /seo-prodvizhenie-sajtov-v-ust-kamenogorske";Уникальный оффер для Усть-Каменогорск, особенности локального спроса и бизнеса, модель удалённой работы, релевантные кейсы, доказательства, FAQ, CTA. Нельзя публиковать шаблон только с заменой названия города.;P3;Региональные страницы — этап 3;Запланирована (региональное расширение);NEW;"Добавлена по новому требованию о покрытии 18 основных городов Казахстана; индексировать после проверки уникальности и полезности.";Средняя;digital_consulting_geo_ust_kamenogorsk;;;;Да;50;132
247;—;Миграция;REDIRECT: /samyi-svezhiy-blog-o-sozdanii-i-prodvizhenii-saytov-v-astane-2025-;Миграционная запись для старого или избыточного URL.;/samyi-svezhiy-blog-o-sozdanii-i-prodvizhenii-saytov-v-astane-2025-;/sozdanie-saitov-v-astane;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P1;Миграция/301;GSC/sitemap;REDIRECT;"Устаревшая статья пересекается с коммерческой геостраницей; переносим полезный контент в неё.";Высокая;;3;890;60.87;Нет;;
248;—;Миграция;REDIRECT: /seo-prodvizhenie-sajtov-v-kazakhstane-klyuchevye-strategii-dlya-uspekha;Миграционная запись для старого или избыточного URL.;/seo-prodvizhenie-sajtov-v-kazakhstane-klyuchevye-strategii-dlya-uspekha;/strategii-prodvizheniya-sajtov-v-kazakhstane;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P1;Миграция/301;GSC/sitemap;REDIRECT;Несколько близких статей объединяются в один evergreen-материал.;Высокая;;0;845;60.09;Нет;;
249;—;Миграция;REDIRECT: /seo-prodvizhenie-sajtov-v-kazakhstane-aktualnye-trendy-i-strategii-2024-goda;Миграционная запись для старого или избыточного URL.;/seo-prodvizhenie-sajtov-v-kazakhstane-aktualnye-trendy-i-strategii-2024-goda;/strategii-prodvizheniya-sajtov-v-kazakhstane;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P1;Миграция/301;GSC/sitemap;REDIRECT;Несколько близких статей объединяются в один evergreen-материал.;Высокая;;1;719;40.83;Нет;;
250;—;Миграция;REDIRECT: /prodvizhenie-sajtov-v-kazakhstane-ehffektivnye-strategii-dlya-vashego-biznesa;Миграционная запись для старого или избыточного URL.;/prodvizhenie-sajtov-v-kazakhstane-ehffektivnye-strategii-dlya-vashego-biznesa;/strategii-prodvizheniya-sajtov-v-kazakhstane;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P1;Миграция/301;GSC/sitemap;REDIRECT;Несколько близких статей объединяются в один evergreen-материал.;Высокая;;0;648;78.42;Нет;;
251;—;Миграция;REDIRECT: /seo-prodvizhenie-sajtov-v-kazakhstane-zakazat-u-raskrutov;Миграционная запись для старого или избыточного URL.;/seo-prodvizhenie-sajtov-v-kazakhstane-zakazat-u-raskrutov;/seo-prodvizhenie-sajtov;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P1;Миграция/301;GSC/sitemap;REDIRECT;Коммерческий SEO-интент объединяется с основной услугой, а не с информационной статьёй.;Высокая;;0;595;71.37;Нет;;
253;—;Миграция;REDIRECT: /seo-prodvizhenie-v-almaty-kak-uluchshit-polzovatelskij-opyt-na-sajte;Миграционная запись для старого или избыточного URL.;/seo-prodvizhenie-v-almaty-kak-uluchshit-polzovatelskij-opyt-na-sajte;/seo-prodvizhenie-v-almaty-polnyj-gid-dlya-biznesa;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P2;Миграция/301;GSC/sitemap;REDIRECT;Дубли информационного интента объединяются с наиболее заметным URL.;Высокая;;0;499;85.5;Нет;;
254;—;Миграция;REDIRECT: /prodvizhenie-sajtov-v-almaty-lokalnye-metody-dlya-uvelicheniya-trafika;Миграционная запись для старого или избыточного URL.;/prodvizhenie-sajtov-v-almaty-lokalnye-metody-dlya-uvelicheniya-trafika;/seo-prodvizhenie-v-almaty-polnyj-gid-dlya-biznesa;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P2;Миграция/301;GSC/sitemap;REDIRECT;Дубли информационного интента объединяются с наиболее заметным URL.;Высокая;;0;309;87.09;Нет;;
255;—;Миграция;REDIRECT: /preimuschestva-kompanii;Миграционная запись для старого или избыточного URL.;/preimuschestva-kompanii;/o-kompanii;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P2;Миграция/301;GSC/sitemap;REDIRECT;Консолидация дубля в выбранный канонический URL.;Высокая;;0;141;8.94;Нет;;
256;—;Миграция;REDIRECT: /web-studiya/sozdanie-saitov;Миграционная запись для старого или избыточного URL.;/web-studiya/sozdanie-saitov;/sozdanie-saitov;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P2;Миграция/301;GSC/sitemap;REDIRECT;Консолидация дубля в выбранный канонический URL.;Высокая;;0;115;86.6;Нет;;
257;—;Миграция;REDIRECT: /usloviya-sotrudnichestva;Миграционная запись для старого или избыточного URL.;/usloviya-sotrudnichestva;/partneram;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P2;Миграция/301;GSC/sitemap;REDIRECT;Консолидация дубля в выбранный канонический URL.;Высокая;;0;110;12.89;Нет;;
258;—;Миграция;REDIRECT: /contextnaya-reklama-google-i-yandex;Миграционная запись для старого или избыточного URL.;/contextnaya-reklama-google-i-yandex;/web-studiya/kontekstnaya-reklama;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P2;Миграция/301;GSC/sitemap;REDIRECT;Консолидация дубля в выбранный канонический URL.;Высокая;;0;105;81.1;Нет;;
259;—;Миграция;REDIRECT: /sozdanie-saitov-v-Penropavlovske;Миграционная запись для старого или избыточного URL.;/sozdanie-saitov-v-Penropavlovske;/sozdanie-saitov-v-Petropavlovske;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P1;Миграция/301;GSC/sitemap;REDIRECT;Консолидация дубля в выбранный канонический URL.;Высокая;;2;82;18.7;Нет;;
260;—;Миграция;REDIRECT: /sozdanie-sajtov-v-kazakhstane-kak-vybrat-podryadchika-dlya-vashego-proekta;Миграционная запись для старого или избыточного URL.;/sozdanie-sajtov-v-kazakhstane-kak-vybrat-podryadchika-dlya-vashego-proekta;/sozdanie-saitov;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P2;Миграция/301;GSC/sitemap;REDIRECT;Слабые дубли коммерческого интента объединяются с основной услугой.;Высокая;;0;57;74.7;Нет;;
261;—;Миграция;REDIRECT: /sozdanie-sajtov-v-astane-pochemu-ehto-vazhno-dlya-vashego-biznesa;Миграционная запись для старого или избыточного URL.;/sozdanie-sajtov-v-astane-pochemu-ehto-vazhno-dlya-vashego-biznesa;/sozdanie-saitov-v-astane;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Консолидация дублирующих материалов об одной геоуслуге.;Высокая;;0;46;87.7;Нет;;
262;—;Миграция;REDIRECT: /kejsy;Миграционная запись для старого или избыточного URL.;/kejsy;/keysy;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Консолидация дубля в выбранный канонический URL.;Высокая;;0;38;3.82;Нет;;
263;—;Миграция;REDIRECT: /samyi-svezhiy-blog-o-sozdanii-i-prodvizhenii-saytov-v-petropavlovske-2025;Миграционная запись для старого или избыточного URL.;/samyi-svezhiy-blog-o-sozdanii-i-prodvizhenii-saytov-v-petropavlovske-2025;/sozdanie-saitov-v-Petropavlovske;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P1;Миграция/301;GSC/sitemap;REDIRECT;Консолидация слабой страницы с локальной коммерческой страницей.;Высокая;;1;35;22.8;Нет;;
264;—;Миграция;REDIRECT: /prodvizhenie-sajtov-v-astane-kak-optimizirovat-kontent-dlya-poiskovykh-sistem;Миграционная запись для старого или избыточного URL.;/prodvizhenie-sajtov-v-astane-kak-optimizirovat-kontent-dlya-poiskovykh-sistem;/seo-prodvizhenie-sajtov-v-astane;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Материал об SEO в Астане объединяется с локальной SEO-страницей.;Высокая;;0;34;79.41;Нет;;
265;—;Миграция;REDIRECT: /partnership;Миграционная запись для старого или избыточного URL.;/partnership;/partneram;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Консолидация дубля в выбранный канонический URL.;Высокая;;0;27;4.7;Нет;;
266;—;Миграция;REDIRECT: /zakazat-sozdanie-sajtov-v-kazakhstane-veb-studiya-raskrutov;Миграционная запись для старого или избыточного URL.;/zakazat-sozdanie-sajtov-v-kazakhstane-veb-studiya-raskrutov;/sozdanie-saitov;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Слабые дубли коммерческого интента объединяются с основной услугой.;Высокая;;0;24;135.54;Нет;;
267;—;Миграция;REDIRECT: /sozdanie-sajtov-v-kazakhstane-pochemu-adaptivnyj-dizajn-ehto-neobkhodimost;Миграционная запись для старого или избыточного URL.;/sozdanie-sajtov-v-kazakhstane-pochemu-adaptivnyj-dizajn-ehto-neobkhodimost;/sozdanie-saitov;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Слабые дубли коммерческого интента объединяются с основной услугой.;Высокая;;0;22;27.59;Нет;;
268;—;Миграция;REDIRECT: /ehffektivnoe-seo-prodvizhenie-sajtov-v-petropavlovske-raskrutov;Миграционная запись для старого или избыточного URL.;/ehffektivnoe-seo-prodvizhenie-sajtov-v-petropavlovske-raskrutov;/seo-prodvizhenie-sajtov-v-petropavlovske;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Коммерческие дубли объединяются с локальной SEO-страницей.;Высокая;;0;20;12.75;Нет;;
269;—;Миграция;REDIRECT: /kontakty;Миграционная запись для старого или избыточного URL.;/kontakty;/kontakti;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Консолидация дубля в выбранный канонический URL.;Высокая;;0;19;4.26;Нет;;
271;—;Миграция;REDIRECT: /prodvizhenie-korporativnykh-sajtov-v-kazakhstane-raskrutov;Миграционная запись для старого или избыточного URL.;/prodvizhenie-korporativnykh-sajtov-v-kazakhstane-raskrutov;/web-studiya/sozdanie-saitov/korporativnyy-sayt;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Дубль услуги корпоративных сайтов.;Высокая;;0;15;34.53;Нет;;
272;—;Миграция;REDIRECT: /razrabotka-sajtov-v-kazakhstane-zakazat-sajt-v-raskrutov;Миграционная запись для старого или избыточного URL.;/razrabotka-sajtov-v-kazakhstane-zakazat-sajt-v-raskrutov;/sozdanie-saitov;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Общий коммерческий интент создания сайтов.;Высокая;;0;13;130.15;Нет;;
273;—;Миграция;REDIRECT: /prodvizhenie-sajtov-v-gorodakh-kazakhstana-zakazat-v-raskrutov;Миграционная запись для старого или избыточного URL.;/prodvizhenie-sajtov-v-gorodakh-kazakhstana-zakazat-v-raskrutov;/seo-prodvizhenie-sajtov;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Общий коммерческий SEO-интент консолидируется на основной услуге.;Высокая;;0;10;92.3;Нет;;
274;—;Миграция;REDIRECT: /sozdanie-sajtov-dlya-malogo-biznesa-v-petropavlovske-raskrutov;Миграционная запись для старого или избыточного URL.;/sozdanie-sajtov-dlya-malogo-biznesa-v-petropavlovske-raskrutov;/sozdanie-saitov-v-Petropavlovske;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Консолидация нескольких страниц под один локальный коммерческий интент.;Высокая;;0;9;96.22;Нет;;
275;—;Миграция;REDIRECT: /zakazat-sajt-dlya-biznesa-v-petropavlovske-studiya-raskrutov;Миграционная запись для старого или избыточного URL.;/zakazat-sajt-dlya-biznesa-v-petropavlovske-studiya-raskrutov;/sozdanie-saitov-v-Petropavlovske;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Локальный коммерческий интент создания сайтов объединяется с геостраницей Петропавловска.;Высокая;;0;8;10.62;Нет;;
276;—;Миграция;REDIRECT: /-sozdanie-sajtov-v-petropavlovske-zakazat-sajt-v-raskrutov;Миграционная запись для старого или избыточного URL.;/-sozdanie-sajtov-v-petropavlovske-zakazat-sajt-v-raskrutov;/sozdanie-saitov-v-Petropavlovske;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Консолидация нескольких страниц под один локальный коммерческий интент.;Высокая;;0;6;40.83;Нет;;
277;—;Миграция;REDIRECT: /prodvizhenie-sajtov-v-petropavlovske-kak-ispolzovat-socialnye-seti-dlya-uvelicheniya-trafika;Миграционная запись для старого или избыточного URL.;/prodvizhenie-sajtov-v-petropavlovske-kak-ispolzovat-socialnye-seti-dlya-uvelicheniya-trafika;/seo-prodvizhenie-sajtov-v-petropavlovske;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Коммерческие дубли объединяются с локальной SEO-страницей.;Высокая;;0;6;71.17;Нет;;
278;—;Миграция;REDIRECT: /kupit-gotovyj-sajt-v-petropavlovske-veb-studiya-raskrutov;Миграционная запись для старого или избыточного URL.;/kupit-gotovyj-sajt-v-petropavlovske-veb-studiya-raskrutov;/sozdanie-saitov-v-Petropavlovske;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Локальный коммерческий интент создания сайтов объединяется с геостраницей Петропавловска.;Высокая;;0;5;35;Нет;;
279;—;Миграция;REDIRECT: /sozdanie-sajtov-pod-klyuch-v-petropavlovske-studiya-raskrutov;Миграционная запись для старого или избыточного URL.;/sozdanie-sajtov-pod-klyuch-v-petropavlovske-studiya-raskrutov;/sozdanie-saitov-v-Petropavlovske;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Консолидация нескольких страниц под один локальный коммерческий интент.;Высокая;;0;5;30.2;Нет;;
280;—;Миграция;REDIRECT: /sozdanie-sajtov-v-almaty-kak-vybrat-podkhodyashchuyu-cms-dlya-vashego-proekta;Миграционная запись для старого или избыточного URL.;/sozdanie-sajtov-v-almaty-kak-vybrat-podkhodyashchuyu-cms-dlya-vashego-proekta;/sozdanie-sajtov-v-kazakhstane-kak-vybrat-podkhodyashchuyu-platformu;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P1;Миграция/301;GSC/sitemap;REDIRECT;Материал о CMS объединяется с evergreen-статьёй о выборе платформы.;Высокая;;1;5;47.8;Нет;;
281;—;Миграция;REDIRECT: /prodvizhenie-sajtov-v-petropavlovske-i-sko-zakazat-v-raskrutov;Миграционная запись для старого или избыточного URL.;/prodvizhenie-sajtov-v-petropavlovske-i-sko-zakazat-v-raskrutov;/seo-prodvizhenie-sajtov-v-petropavlovske;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Коммерческие дубли объединяются с локальной SEO-страницей.;Высокая;;0;4;25;Нет;;
282;—;Миграция;REDIRECT: /sozdanie-sajtov-v-almaty-osobennosti-i-preimushchestva;Миграционная запись для старого или избыточного URL.;/sozdanie-sajtov-v-almaty-osobennosti-i-preimushchestva;/sozdanie-saitov-v-almaty;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Консолидация дублирующих материалов об одной геоуслуге.;Высокая;;0;4;54.75;Нет;;
283;—;Миграция;REDIRECT: /veb-studiya-v-petropavlovske-zakazat-sajt-v-raskrutov;Миграционная запись для старого или избыточного URL.;/veb-studiya-v-petropavlovske-zakazat-sajt-v-raskrutov;/sozdanie-saitov-v-Petropavlovske;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Локальный коммерческий интент создания сайтов объединяется с геостраницей Петропавловска.;Высокая;;0;4;61;Нет;;
284;—;Миграция;REDIRECT: /obsluzhivanie-sajtov-v-kazakhstane-zakazat-v-studii-raskrutov;Миграционная запись для старого или избыточного URL.;/obsluzhivanie-sajtov-v-kazakhstane-zakazat-v-studii-raskrutov;/web-studiya/podderzhka-saytov;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Обслуживание и поддержка — один коммерческий интент.;Высокая;;0;3;23;Нет;;
285;—;Миграция;REDIRECT: /razrabotka-korporativnykh-sajtov-v-kazakhstane-raskrutov;Миграционная запись для старого или избыточного URL.;/razrabotka-korporativnykh-sajtov-v-kazakhstane-raskrutov;/web-studiya/sozdanie-saitov/korporativnyy-sayt;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Дубль услуги корпоративных сайтов.;Высокая;;0;3;67.33;Нет;;
286;—;Миграция;REDIRECT: /sozdanie-sajtov-v-kazakhstane-kak-obespechit-bezopasnost-i-zashchitu-dannykh;Миграционная запись для старого или избыточного URL.;/sozdanie-sajtov-v-kazakhstane-kak-obespechit-bezopasnost-i-zashchitu-dannykh;/sozdanie-saitov;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Слабые дубли коммерческого интента объединяются с основной услугой.;Высокая;;0;3;10;Нет;;
287;—;Миграция;REDIRECT: /zakazat-sajt-dlya-prodvizheniya-biznesa-v-kazakhstane-raskrutov;Миграционная запись для старого или избыточного URL.;/zakazat-sajt-dlya-prodvizheniya-biznesa-v-kazakhstane-raskrutov;/sozdanie-saitov;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Общий коммерческий интент создания сайтов.;Высокая;;0;3;12.67;Нет;;
288;—;Миграция;REDIRECT: /zakazat-sozdanie-internet-magazina-v-petropavlovske-raskrutov;Миграционная запись для старого или избыточного URL.;/zakazat-sozdanie-internet-magazina-v-petropavlovske-raskrutov;/web-studiya/sozdanie-saitov/internet-magazin;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Дубль услуги создания интернет-магазинов.;Высокая;;0;3;5;Нет;;
290;—;Миграция;REDIRECT: /prodvizhenie-sajta-v-google-i-yandeks-v-petropavlovske-raskrutov;Миграционная запись для старого или избыточного URL.;/prodvizhenie-sajta-v-google-i-yandeks-v-petropavlovske-raskrutov;/seo-prodvizhenie-sajtov-v-petropavlovske;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Коммерческие дубли объединяются с локальной SEO-страницей.;Высокая;;0;2;49.5;Нет;;
291;—;Миграция;REDIRECT: /razrabotka-i-prodvizhenie-sajtov-v-sko-zakazat-v-raskrutov;Миграционная запись для старого или избыточного URL.;/razrabotka-i-prodvizhenie-sajtov-v-sko-zakazat-v-raskrutov;/seo-prodvizhenie-sajtov;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Общий коммерческий SEO-интент консолидируется на основной услуге.;Высокая;;0;2;17;Нет;;
292;—;Миграция;REDIRECT: /razrabotka-lendingov-v-petropavlovske-zakazat-v-raskrutov;Миграционная запись для старого или избыточного URL.;/razrabotka-lendingov-v-petropavlovske-zakazat-v-raskrutov;/web-studiya/sozdanie-saitov/landing;;;;Миграция / консолидация;;;;Миграционная запись;нет, 301;не применяется;удалить ссылки на старый URL;;Карта редиректов, проверка HTTP-статуса, перенос релевантного контента при необходимости.;P3;Миграция/301;GSC/sitemap;REDIRECT;Дубль услуги создания лендингов.;Высокая;;0;2;19;Нет;;
